Date	Price	Open	High	Low	Vol	Change 	Nothing
2018/09/07	6391	6514	6541	6316	330000000	-1.89	0
2018/09/06	6514	6707	6733	6338	402000000	-2.87	0
2018/09/05	6707	7378	7408	6692	455000000	-9.09	0
2018/09/04	7378	7264	7410	7235	392000000	1.56	0
2018/09/03	7264	7290	7331	7183	387000000	-0.41	0
2018/09/02	7294	7190	7335	7117	390000000	1.45	0
2018/09/01	7190	7032	7264	7020	352000000	2.21	0
2018/08/31	7034	6994	7080	6698	421000000	0.57	0
2018/08/30	6994	7029	7050	6798	374000000	-0.50	0
2018/08/29	7029	7075	7121	6927	411000000	-0.64	0
2018/08/28	7075	6898	7130	6861	379000000	2.57	0
2018/08/27	6898	6713	6903	6650	326000000	2.75	0
2018/08/26	6713	6735	6893	6573	337000000	-0.33	0
2018/08/25	6735	6681	6783	6655	359000000	0.81	0
2018/08/24	6680	6521	6721	6473	370000000	2.44	0
2018/08/23	6521	6360	6550	6359	276000000	2.54	0
2018/08/22	6360	6482	6841	6305	363000000	-1.89	0
2018/08/21	6482	6268	6484	6257	146000000	3.41	0
2018/08/20	6268	6474	6516	6256	310000000	-3.29	0
2018/08/19	6482	6379	6535	6316	271000000	1.61	0
2018/08/18	6379	6582	6626	6296	315000000	-3.08	0
2018/08/17	6582	6307	6582	6292	320000000	4.36	0
2018/08/16	6307	6257	6471	6250	350000000	0.80	0
2018/08/15	6257	6190	6593	6178	374000000	1.08	0
2018/08/14	6190	6255	6255	5898	366000000	-1.04	0
2018/08/13	6255	6313	6524	6160	23409000	-0.91	0
2018/08/12	6313	6232	6453	6170	21633000	1.31	0
2018/08/11	6232	6153	6470	6010	24734000	1.29	0
2018/08/10	6152	6540	6570	6043	29882000	-5.91	0
2018/08/09	6539	6284	6620	6197	23766000	4.06	0
2018/08/08	6284	6725	6725	6139	31154000	-6.56	0
2018/08/07	6725	6944	7150	6690	23248000	-3.15	0
2018/08/06	6944	7028	7144	6853	16887000	-1.19	0
2018/08/05	7027	7014	7088	6888	17764000	0.18	0
2018/08/04	7014	7419	7484	6950	22257000	-5.46	0
2018/08/03	7419	7536	7536	7294	22646000	-1.55	0
2018/08/02	7536	7606	7701	7471	21634000	-0.93	0
2018/08/01	7606	7729	7753	7449	23769000	-1.59	0
2018/07/31	7729	8176	8177	7650	26694000	-5.48	0
2018/07/30	8177	8215	8262	7874	24221000	-0.47	0
2018/07/29	8216	8232	8275	8113	15524000	-0.22	0
2018/07/28	8234	8187	8234	8077	14714000	0.57	0
2018/07/27	8187	7937	8274	7808	24322000	3.15	0
2018/07/26	7937	8174	8304	7861	23545000	-2.90	0
2018/07/25	8174	8405	8485	8062	26923000	-2.78	0
2018/07/24	8407	7723	8480	7702	34532000	8.86	0
2018/07/23	7723	7412	7810	7379	27215000	4.19	0
2018/07/22	7412	7409	7575	7344	20416000	0.05	0
2018/07/21	7409	7339	7461	7224	16077000	0.95	0
2018/07/20	7339	7478	7684	7292	25885000	-1.85	0
2018/07/19	7478	7384	7558	7289	24725000	1.27	0
2018/07/18	7384	7322	7581	7249	33332000	0.84	0
2018/07/17	7322	6730	7453	6666	33775000	8.80	0
2018/07/16	6730	6363	6749	6344	31212000	5.77	0
2018/07/15	6363	6255	6400	6239	18067000	1.73	0
2018/07/14	6255	6230	6314	6193	24371000	0.40	0
2018/07/13	6230	6251	6334	6145	23322000	-0.33	0
2018/07/12	6251	6389	6389	6089	28924000	-2.17	0
2018/07/11	6389	6307	6410	6297	24382000	1.30	0
2018/07/10	6307	6668	6687	6292	31527000	-5.40	0
2018/07/09	6667	6715	6794	6638	28948000	-0.71	0
2018/07/08	6715	6765	6784	6694	26760000	-0.75	0
2018/07/07	6766	6618	6806	6531	11457000	2.23	0
2018/07/06	6618	6547	6638	6458	13269000	1.09	0
2018/07/05	6547	6598	6694	6466	16618000	-0.79	0
2018/07/04	6598	6514	6775	6442	14304000	1.30	0
2018/07/03	6514	6619	6677	6514	15019000	-1.60	0
2018/07/02	6620	6349	6680	6275	17992000	3.97	0
2018/07/01	6367	6399	6445	6285	12851000	-0.50	0
2018/06/30	6399	6213	6499	6204	18933000	2.99	0
2018/06/29	6213	5883	6285	5819	20696000	5.61	0
2018/06/28	5884	6155	6178	5854	15605000	-4.41	0
2018/06/27	6155	6081	6187	6025	13342000	1.20	0
2018/06/26	6082	6257	6268	6060	17666000	-2.79	0
2018/06/25	6257	6155	6331	6102	21069000	1.66	0
2018/06/24	6155	6168	6248	5785	24060000	-0.21	0
2018/06/23	6167	6055	6259	6033	14290000	1.84	0
2018/06/22	6056	6728	6740	5955	27822000	-9.99	0
2018/06/21	6728	6766	6798	6695	9929000	-0.55	0
2018/06/20	6765	6752	6813	6575	12148000	0.19	0
2018/06/19	6752	6720	6840	6682	12054000	0.49	0
2018/06/18	6720	6461	6795	6411	13570000	4.02	0
2018/06/17	6460	6506	6593	6452	9067000	-0.70	0
2018/06/16	6506	6410	6564	6358	10879000	1.49	0
2018/06/15	6410	6647	6656	6396	14353000	-3.56	0
2018/06/14	6647	6312	6712	6284	20154000	5.30	0
2018/06/13	6312	6559	6625	6129	23748000	-3.75	0
2018/06/12	6558	6886	6887	6476	17826000	-4.76	0
2018/06/11	6886	6775	6911	6657	17488000	1.64	0
2018/06/10	6775	7516	7516	6668	27569000	-9.85	0
2018/06/09	7516	7622	7689	7493	9756000	-1.40	0
2018/06/08	7622	7698	7711	7557	11288000	-0.98	0
2018/06/07	7698	7661	7755	7658	12400000	0.48	0
2018/06/06	7661	7632	7699	7504	13066000	0.39	0
2018/06/05	7632	7507	7673	7391	14523000	1.69	0
2018/06/04	7504	7729	7760	7468	14101000	-2.91	0
2018/06/03	7729	7647	7775	7611	11668000	1.08	0
2018/06/02	7647	7531	7695	7468	12118000	1.54	0
2018/06/01	7531	7503	7610	7376	13592000	0.38	0
2018/05/31	7503	7401	7612	7355	14452000	1.39	0
2018/05/30	7400	7469	7565	7307	14037000	-0.91	0
2018/05/29	7468	7119	7533	7070	18697000	4.89	0
2018/05/28	7119	7367	7447	7091	15229000	-3.36	0
2018/05/27	7367	7362	7412	7268	10329000	0.07	0
2018/05/26	7361	7479	7619	7332	10307000	-1.56	0
2018/05/25	7478	7594	7653	7356	16182000	-1.52	0
2018/05/24	7593	7512	7737	7293	21111000	1.07	0
2018/05/23	7512	8006	8047	7468	23760000	-6.17	0
2018/05/22	8006	8404	8415	7979	13751000	-4.73	0
2018/05/21	8403	8530	8551	8376	11552000	-1.47	0
2018/05/20	8529	8244	8580	8185	11376000	3.44	0
2018/05/19	8245	8245	8389	8153	10789000	-0.01	0
2018/05/18	8246	8064	8274	7940	15032000	2.27	0
2018/05/17	8063	8345	8459	8022	15436000	-3.37	0
2018/05/16	8344	8477	8496	8120	18803000	-1.56	0
2018/05/15	8477	8674	8842	8437	17962000	-2.27	0
2018/05/14	8674	8693	8878	8305	21205000	-0.22	0
2018/05/13	8694	8489	8758	8330	14980000	2.77	0
2018/05/12	8460	8410	8646	8184	21087000	0.61	0
2018/05/11	8408	9026	9029	8360	27062000	-6.84	0
2018/05/10	9026	9319	9393	9013	15271000	-3.15	0
2018/05/09	9319	9195	9378	8988	14789000	1.33	0
2018/05/08	9196	9374	9404	9080	15745000	-2.49	0
2018/05/07	9432	9651	9676	9204	16508000	-2.33	0
2018/05/06	9656	9860	9958	9447	15095000	-2.00	0
2018/05/05	9854	9710	9993	9691	15845000	1.49	0
2018/05/04	9709	9748	9801	9549	16155000	-0.42	0
2018/05/03	9750	9244	9809	9171	20118000	5.48	0
2018/05/02	9243	9077	9266	8992	13748000	1.85	0
2018/05/01	9075	9245	9245	8851	17335000	-1.84	0
2018/04/30	9245	9416	9457	9135	15683000	-1.80	0
2018/04/29	9415	9352	9565	9183	18472000	0.67	0
2018/04/28	9352	8941	9429	8896	19978000	4.60	0
2018/04/27	8941	9283	9386	8920	18491000	-3.73	0
2018/04/26	9287	8875	9304	8670	24839000	4.67	0
2018/04/25	8873	9645	9753	8768	39567000	-8.01	0
2018/04/24	9645	8953	9735	8937	26079000	7.73	0
2018/04/23	8953	8809	9001	8785	14754000	1.66	0
2018/04/22	8807	8924	9022	8767	16189000	-1.30	0
2018/04/21	8923	8867	9028	8615	20601000	0.63	0
2018/04/20	8867	8292	8926	8225	22596000	6.95	0
2018/04/19	8291	8179	8304	8127	15508000	1.37	0
2018/04/18	8178	7909	8228	7895	16326000	3.41	0
2018/04/17	7909	8070	8172	7853	16259000	-2.00	0
2018/04/16	8070	8362	8413	7909	19770000	-3.51	0
2018/04/15	8364	8005	8412	8005	16026000	4.49	0
2018/04/14	8004	7891	8180	7839	16471000	1.48	0
2018/04/13	7887	7927	8228	7757	29695000	-0.49	0
2018/04/12	7927	6963	8010	6779	39830000	13.85	0
2018/04/11	6962	6856	6989	6818	14207000	1.56	0
2018/04/10	6855	6783	6900	6672	13423000	1.08	0
2018/04/09	6782	7036	7193	6633	24119000	-3.54	0
2018/04/08	7031	6906	7113	6904	13251000	1.81	0
2018/04/07	6906	6625	7072	6616	17710000	4.25	0
2018/04/06	6624	6784	6860	6523	17490000	-2.33	0
2018/04/05	6782	6809	6918	6593	22170000	-0.40	0
2018/04/04	6809	7424	7433	6727	23951000	-8.29	0
2018/04/03	7424	7067	7519	7033	23080000	5.03	0
2018/04/02	7068	6825	7121	6788	19931000	3.56	0
2018/04/01	6825	6939	7048	6460	25753000	-1.63	0
2018/03/31	6938	6857	7222	6805	24530000	1.23	0
2018/03/30	6854	7132	7288	6604	41731000	-3.86	0
2018/03/29	7129	7955	7981	6955	34875000	-10.38	0
2018/03/28	7955	7803	8110	7755	16736000	1.96	0
2018/03/27	7802	8147	8218	7761	22310000	-4.20	0
2018/03/26	8144	8474	8516	7866	24718000	-3.89	0
2018/03/25	8473	8549	8679	8392	14952000	-0.87	0
2018/03/24	8547	8917	9009	8524	17743000	-4.14	0
2018/03/23	8917	8725	8917	8306	21011000	2.18	0
2018/03/22	8726	8904	9096	8499	22301000	-2.02	0
2018/03/21	8906	8912	9173	8775	21819000	-0.08	0
2018/03/20	8913	8614	9040	8327	25344000	3.43	0
2018/03/19	8617	8201	8698	8128	31696000	5.07	0
2018/03/18	8201	7873	8284	7323	34802000	4.14	0
2018/03/17	7875	8198	8345	7760	20805000	-5.00	0
2018/03/16	8289	8264	8605	7929	23613000	0.30	0
2018/03/15	8264	8210	8427	7692	32653000	0.66	0
2018/03/14	8211	9155	9353	7959	30545000	-10.32	0
2018/03/13	9155	9139	9482	8875	23946000	0.19	0
2018/03/12	9137	9536	9892	8804	25791000	-4.12	0
2018/03/11	9530	8732	9720	8516	26659000	8.76	0
2018/03/10	8762	9216	9500	8691	19873000	-4.94	0
2018/03/09	9217	9302	9421	8351	37146000	-0.89	0
2018/03/08	9300	9911	10109	9037	25626000	-6.09	0
2018/03/07	9903	10779	10899	9422	28454000	-7.23	0
2018/03/06	10675	11314	11316	10412	23065000	-5.78	0
2018/03/05	11331	11416	11507	11281	16211000	-0.75	0
2018/03/04	11417	11403	11490	10878	15640000	0.12	0
2018/03/03	11402	10823	11421	9586	17220000	5.31	0
2018/03/02	10828	10905	11167	10677	20169000	-0.70	0
2018/03/01	10905	10335	11048	10249	18877000	5.52	0
2018/02/28	10334	10584	11071	10303	21522000	-2.46	0
2018/02/27	10594	10288	10867	10121	20258000	3.01	0
2018/02/26	10285	9591	10378	9410	23594000	7.30	0
2018/02/25	9585	9703	9860	9330	19649000	-1.23	0
2018/02/24	9704	10164	10506	9395	23916000	-4.58	0
2018/02/23	10170	9841	10419	9598	27150000	3.34	0
2018/02/22	9842	10470	10930	9744	31663000	-6.03	0
2018/02/21	10473	11241	11290	10252	32714000	-6.81	0
2018/02/20	11239	11170	11792	11120	26756000	0.62	0
2018/02/19	11169	10397	11251	10325	21520000	7.41	0
2018/02/18	10399	11074	11272	10137	28891000	-6.09	0
2018/02/17	11074	10177	11096	10071	22476000	8.79	0
2018/02/16	10179	10031	10294	9708	20644000	1.41	0
2018/02/15	10037	9476	10207	9349	29128000	5.92	0
2018/02/14	9476	8543	9500	8542	24688000	10.97	0
2018/02/13	8539	8906	8943	8378	19587000	-4.09	0
2018/02/12	8904	8084	8985	8084	23867000	10.17	0
2018/02/11	8082	8560	8564	7844	23620000	-5.58	0
2018/02/10	8560	8697	9067	8172	26353000	-1.61	0
2018/02/09	8700	8164	8736	7785	23394000	6.56	0
2018/02/08	8164	7595	8490	7595	29610000	7.50	0
2018/02/07	7595	7694	8537	7197	44562000	-1.38	0
2018/02/06	7701	6939	7896	5997	88688000	10.99	0
2018/02/05	6939	8221	8383	6652	59389000	-15.61	0
2018/02/04	8222	9242	9382	7932	28094000	-11.03	0
2018/02/03	9241	8894	9507	8249	24871000	3.91	0
2018/02/02	8893	9180	9201	7916	51940000	-3.14	0
2018/02/01	9181	10266	10303	8789	35840000	-10.56	0
2018/01/31	10265	10166	10398	9742	20847000	0.98	0
2018/01/30	10166	11245	11277	9918	26472000	-9.59	0
2018/01/29	11245	11795	11888	11119	13742000	-4.67	0
2018/01/28	11795	11471	12113	11433	15463000	2.86	0
2018/01/27	11468	11118	11622	10908	16349000	3.14	0
2018/01/26	11118	11203	11655	10389	25391000	-0.76	0
2018/01/25	11203	11440	11741	10984	18181000	-2.18	0
2018/01/24	11452	10899	11550	10585	13606000	5.04	0
2018/01/23	10903	10869	11438	10057	18837000	0.35	0
2018/01/22	10865	11598	11971	10137	20173000	-6.30	0
2018/01/21	11595	12857	12860	11165	20696000	-9.83	0
2018/01/20	12859	11579	13082	11567	14390000	11.04	0
2018/01/19	11580	11230	11973	10902	17074000	2.98	0
2018/01/18	11245	11202	12005	10660	24245000	0.47	0
2018/01/17	11192	11358	11770	9271	36180000	-1.49	0
2018/01/16	11362	13704	13711	10051	31710000	-17.05	0
2018/01/15	13698	13696	14397	13475	7327000	0.02	0
2018/01/14	13695	14292	14446	13095	8512000	-4.18	0
2018/01/13	14292	13896	14641	13888	6114000	2.92	0
2018/01/12	13887	13529	14176	13410	8237000	2.60	0
2018/01/11	13535	15047	15109	13048	16781000	-10.02	0
2018/01/10	15043	14779	15045	13613	8707000	1.79	0
2018/01/09	14779	14976	15325	14613	7140000	-1.32	0
2018/01/08	14976	16228	16303	13902	14245000	-7.71	0
2018/01/07	16228	17175	17185	15791	7901000	-5.50	0
2018/01/06	17172	16955	17253	16287	8393000	1.28	0
2018/01/05	16955	15180	17127	14832	14196000	11.69	0
2018/01/04	15180	15157	15409	14245	11097000	0.15	0
2018/01/03	15157	14754	15435	14580	10654000	2.73	0
2018/01/02	14754	13445	15306	12934	13773000	9.74	0
2018/01/01	13445	13851	13922	12878	7843000	-2.93	0
2017/12/31	13850	12532	14242	12359	11127000	10.52	0
2017/12/30	12532	14392	14462	11962	18207000	-12.93	0
2017/12/29	14393	14399	15110	13951	11888000	-0.04	0
2017/12/28	14399	15416	15506	13466	17037000	-6.60	0
2017/12/27	15417	15757	16515	14535	13871000	-2.16	0
2017/12/26	15757	13830	16095	13749	14314000	13.90	0
2017/12/25	13834	13790	14467	13011	10748000	0.32	0
2017/12/24	13790	14397	14414	12167	18242000	-4.21	0
2017/12/23	14397	13665	15493	13356	17017000	5.35	0
2017/12/22	13665	15632	15824	10876	46698000	-12.58	0
2017/12/21	15632	16461	17302	14953	16374000	-5.04	0
2017/12/20	16462	17522	17814	15643	22768000	-6.06	0
2017/12/19	17524	18971	19022	16813	17454000	-7.64	0
2017/12/18	18972	19066	19221	18114	13925000	-0.49	0
2017/12/17	19066	19347	19871	18751	11741000	-1.45	0
2017/12/16	19346	17594	19588	17319	11217000	9.89	0
2017/12/15	17605	16468	17987	16442	15365000	6.90	0
2017/12/14	16468	16287	16941	16024	10792000	1.11	0
2017/12/13	16287	17084	17268	15670	15541000	-4.67	0
2017/12/12	17084	16733	17561	16255	13285000	2.10	0
2017/12/11	16733	15061	17399	15025	15973000	11.11	0
2017/12/10	15060	14840	15783	13031	20162000	1.46	0
2017/12/09	14843	16048	16313	13152	18198000	-7.50	0
2017/12/08	16048	16868	17295	13906	28676000	-4.76	0
2017/12/07	16850	13750	16879	13402	29711000	22.55	0
2017/12/06	13750	11667	13843	11662	19158000	17.85	0
2017/12/05	11667	11624	11902	11486	8969000	0.37	0
2017/12/04	11624	11244	11625	10918	9317000	3.36	0
2017/12/03	11246	10913	11851	10578	12213000	3.06	0
2017/12/02	10913	10862	11175	10716	8683000	0.47	0
2017/12/01	10862	9947	10943	9421	13192000	9.20	0
2017/11/30	9947	9848	10689	9024	18701000	1.11	0
2017/11/29	9838	9906	11418	8939	23333000	-0.69	0
2017/11/28	9906	9733	9970	9638	8776000	1.78	0
2017/11/27	9733	9318	9734	9317	10690000	4.45	0
2017/11/26	9318	8755	9475	8747	8589000	6.44	0
2017/11/25	8755	8204	8762	8154	8467000	6.75	0
2017/11/24	8201	8013	8333	7900	7300000	2.34	0
2017/11/23	8013	8235	8267	8012	6801000	-2.69	0
2017/11/22	8235	8100	8304	8092	6581000	1.66	0
2017/11/21	8100	8246	8368	7819	11545000	-1.76	0
2017/11/20	8245	8043	8294	7947	7570000	2.51	0
2017/11/19	8043	7781	8101	7675	6862000	3.36	0
2017/11/18	7781	7700	7858	7459	7438000	1.05	0
2017/11/17	7700	7854	8000	7535	11735000	-1.96	0
2017/11/16	7854	7283	7965	7119	13394000	7.83	0
2017/11/15	7283	6597	7330	6597	13112000	10.40	0
2017/11/14	6597	6523	6729	6419	9650000	1.14	0
2017/11/13	6523	5878	6760	5828	17834000	10.96	0
2017/11/12	5878	6340	6491	5494	26983000	-7.28	0
2017/11/11	6340	6566	6822	6198	13572000	-3.44	0
2017/11/10	6566	7130	7319	6406	22200000	-7.91	0
2017/11/09	7130	7444	7457	7041	12677000	-4.23	0
2017/11/08	7444	7102	7869	7027	22022000	4.81	0
2017/11/07	7103	6959	7222	6958	10105000	2.06	0
2017/11/06	6959	7390	7430	6935	15969000	-5.82	0
2017/11/05	7390	7364	7599	7284	10573000	0.35	0
2017/11/04	7364	7147	7492	6958	10660000	2.96	0
2017/11/03	7152	7025	7446	6939	15489000	1.81	0
2017/11/02	7025	6738	7340	6738	23880000	4.26	0
2017/11/01	6738	6449	6739	6355	13319000	4.44	0
2017/10/31	6451	6124	6467	6091	10125000	5.34	0
2017/10/30	6124	6148	6226	6019	7862000	-0.38	0
2017/10/29	6148	5727	6295	5679	16306000	7.35	0
2017/10/28	5727	5765	5871	5655	5323000	-0.66	0
2017/10/27	5765	5888	5998	5692	8393000	-2.09	0
2017/10/26	5888	5734	5970	5690	9368000	2.68	0
2017/10/25	5734	5513	5748	5376	10584000	4.01	0
2017/10/24	5513	5904	5905	5463	14374000	-6.62	0
2017/10/23	5904	5983	6049	5644	13714000	-1.32	0
2017/10/22	5983	6007	6071	5723	10503000	-0.40	0
2017/10/21	6007	5993	6187	5875	11294000	0.23	0
2017/10/20	5993	5699	6075	5611	12386000	5.17	0
2017/10/19	5699	5577	5737	5518	8306000	2.20	0
2017/10/18	5576	5599	5601	5115	12202000	-0.41	0
2017/10/17	5599	5759	5773	5521	6564000	-2.79	0
2017/10/16	5759	5677	5795	5576	6136000	1.25	0
2017/10/15	5688	5825	5863	5448	10164000	-2.34	0
2017/10/14	5825	5637	5840	5569	7622000	3.33	0
2017/10/13	5637	5433	5853	5392	21502000	3.77	0
2017/10/12	5433	4824	5433	4815	16392000	12.61	0
2017/10/11	4824	4763	4875	4719	7048000	1.28	0
2017/10/10	4763	4778	4930	4723	9849000	-0.30	0
2017/10/09	4778	4612	4875	4556	11019000	3.59	0
2017/10/08	4612	4436	4623	4419	7137000	3.97	0
2017/10/07	4436	4372	4473	4320	4020000	1.46	0
2017/10/06	4372	4321	4422	4297	6169000	1.17	0
2017/10/05	4321	4219	4366	4143	6361000	2.44	0
2017/10/04	4219	4314	4355	4184	6408000	-2.21	0
2017/10/03	4314	4401	4436	4231	8187000	-1.98	0
2017/10/02	4401	4403	4477	4365	7120000	-0.04	0
2017/10/01	4403	4361	4413	4258	6058000	0.97	0
2017/09/30	4361	4173	4383	4164	6749000	4.50	0
2017/09/29	4173	4196	4238	4030	9780000	-0.54	0
2017/09/28	4196	4212	4275	4113	9223000	-0.39	0
2017/09/27	4212	3893	4232	3882	11760000	8.21	0
2017/09/26	3893	3933	3982	3859	6325000	-1.02	0
2017/09/25	3933	3668	3972	3666	10020000	7.23	0
2017/09/24	3668	3788	3791	3634	4966000	-3.18	0
2017/09/23	3788	3601	3813	3563	6782000	5.20	0
2017/09/22	3601	3617	3754	3506	11472000	-0.45	0
2017/09/21	3617	3882	3913	3577	14513000	-6.82	0
2017/09/20	3882	3908	4053	3847	8665000	-0.66	0
2017/09/19	3908	4100	4121	3852	12322000	-4.69	0
2017/09/18	4100	3690	4123	3689	14793000	11.13	0
2017/09/17	3690	3699	3797	3486	9607000	-0.25	0
2017/09/16	3699	3714	3894	3552	16936000	-0.40	0
2017/09/15	3714	3243	3824	2980	44855000	14.51	0
2017/09/14	3243	3870	3931	3219	31759000	-16.21	0
2017/09/13	3870	4159	4175	3752	18654000	-6.94	0
2017/09/12	4159	4218	4388	4075	10704000	-1.40	0
2017/09/11	4218	4246	4364	4135	8876000	-0.66	0
2017/09/10	4246	4335	4338	4032	10808000	-2.06	0
2017/09/09	4335	4327	4402	4185	7709000	0.20	0
2017/09/08	4327	4636	4700	4131	18036000	-6.67	0
2017/09/07	4636	4619	4691	4493	7053000	0.37	0
2017/09/06	4619	4409	4660	4402	11093000	4.75	0
2017/09/05	4409	4268	4497	4005	15841000	3.32	0
2017/09/04	4268	4613	4621	4099	17040000	-7.49	0
2017/09/03	4613	4574	4720	4398	10282000	0.86	0
2017/09/02	4574	4922	4977	4449	16077000	-7.07	0
2017/09/01	4922	4735	4925	4690	10201000	3.94	0
2017/08/31	4735	4583	4765	4580	7229000	3.32	0
2017/08/30	4583	4597	4644	4492	6847000	-0.31	0
2017/08/29	4597	4390	4648	4350	10080000	4.71	0
2017/08/28	4390	4346	4403	4195	7549000	1.03	0
2017/08/27	4346	4352	4408	4321	4252000	-0.15	0
2017/08/26	4352	4364	4379	4263	4616000	-0.28	0
2017/08/25	4364	4318	4462	4293	8290000	1.07	0
2017/08/24	4318	4141	4364	4112	7236000	4.28	0
2017/08/23	4141	4090	4256	4071	9665000	1.26	0
2017/08/22	4090	4005	4143	3612	16914000	2.11	0
2017/08/21	4005	4067	4097	3967	9065000	-1.51	0
2017/08/20	4067	4151	4182	4034	7016000	-2.02	0
2017/08/19	4151	4105	4190	3958	11372000	1.10	0
2017/08/18	4105	4279	4363	3978	14440000	-4.06	0
2017/08/17	4279	4387	4488	4194	12748000	-2.47	0
2017/08/16	4387	4162	4398	3939	11290000	5.42	0
2017/08/15	4162	4328	4437	3837	21158000	-3.84	0
2017/08/14	4328	4063	4337	3979	12846000	6.53	0
2017/08/13	4063	3872	4189	3847	15859000	4.93	0
2017/08/12	3872	3654	3967	3611	12359000	5.94	0
2017/08/11	3654	3426	3707	3410	9756000	6.68	0
2017/08/10	3426	3349	3454	3323	7100000	2.30	0
2017/08/09	3349	3429	3437	3251	9706000	-2.35	0
2017/08/08	3429	3402	3495	3357	10694000	0.81	0
2017/08/07	3402	3232	3425	3199	8811000	5.26	0
2017/08/06	3232	3263	3295	3167	6066000	-0.94	0
2017/08/05	3263	2879	3344	2876	15940000	13.35	0
2017/08/04	2879	2810	2893	2780	6876000	2.44	0
2017/08/03	2810	2721	2823	2718	6810000	3.29	0
2017/08/02	2721	2747	2774	2669	8182000	-0.96	0
2017/08/01	2747	2883	2946	2660	12317000	-4.73	0
2017/07/31	2883	2767	2916	2723	9112000	4.22	0
2017/07/30	2767	2734	2773	2622	8272000	1.21	0
2017/07/29	2734	2807	2812	2699	8449000	-2.61	0
2017/07/28	2807	2692	2844	2684	13891000	4.27	0
2017/07/27	2692	2559	2713	2548	10383000	5.18	0
2017/07/26	2559	2583	2632	2442	13550000	-0.90	0
2017/07/25	2583	2763	2779	2473	20588000	-6.54	0
2017/07/24	2763	2757	2799	2716	8301000	0.25	0
2017/07/23	2757	2837	2857	2676	10823000	-2.82	0
2017/07/22	2837	2675	2877	2659	12192000	6.04	0
2017/07/21	2675	2866	2874	2623	19376000	-6.66	0
2017/07/20	2866	2283	2933	2282	31034000	25.56	0
2017/07/19	2283	2320	2412	2243	15432000	-1.62	0
2017/07/18	2320	2233	2401	2165	20262000	3.89	0
2017/07/17	2233	1914	2234	1914	17689000	16.68	0
2017/07/16	1914	1975	2044	1809	18964000	-3.09	0
2017/07/15	1975	2234	2237	1974	15532000	-11.60	0
2017/07/14	2234	2362	2371	2165	11441000	-5.43	0
2017/07/13	2362	2403	2437	2335	8817000	-1.69	0
2017/07/12	2403	2324	2425	2262	10952000	3.39	0
2017/07/11	2324	2344	2413	2266	14663000	-0.84	0
2017/07/10	2344	2511	2530	2272	12380000	-6.67	0
2017/07/09	2511	2565	2577	2510	3916000	-2.08	0
2017/07/08	2565	2514	2569	2481	5451000	2.03	0
2017/07/07	2514	2614	2618	2485	9045000	-3.84	0
2017/07/06	2614	2628	2635	2582	6016000	-0.52	0
2017/07/05	2628	2617	2643	2562	8972000	0.40	0
2017/07/04	2617	2573	2659	2570	8068000	1.74	0
2017/07/03	2573	2537	2618	2506	8342000	1.42	0
2017/07/02	2537	2425	2555	2376	6776000	4.61	0
2017/07/01	2425	2481	2530	2388	6632000	-2.26	0
2017/06/30	2481	2558	2576	2470	7300000	-3.04	0
2017/06/29	2558	2578	2606	2527	7532000	-0.75	0
2017/06/28	2578	2584	2617	2490	11042000	-0.23	0
2017/06/27	2584	2446	2585	2310	15926000	5.63	0
2017/06/26	2446	2542	2585	2327	16583000	-3.76	0
2017/06/25	2542	2590	2661	2472	8697000	-1.87	0
2017/06/24	2590	2710	2742	2540	8696000	-4.44	0
2017/06/23	2710	2723	2760	2700	5694000	-0.46	0
2017/06/22	2723	2678	2757	2623	7830000	1.69	0
2017/06/21	2678	2754	2804	2624	11603000	-2.79	0
2017/06/20	2754	2617	2801	2614	11130000	5.26	0
2017/06/19	2617	2540	2618	2519	8183000	3.04	0
2017/06/18	2540	2655	2676	2489	9200000	-4.35	0
2017/06/17	2655	2509	2691	2455	9595000	5.84	0
2017/06/16	2509	2443	2536	2335	11721000	2.71	0
2017/06/15	2443	2467	2522	2126	26279000	-1.01	0
2017/06/14	2467	2713	2804	2349	17419000	-9.06	0
2017/06/13	2713	2657	2785	2647	11674000	2.12	0
2017/06/12	2657	2973	2985	2484	21796000	-10.65	0
2017/06/11	2973	2900	2978	2867	8303000	2.52	0
2017/06/10	2900	2811	2914	2807	8652000	3.16	0
2017/06/09	2811	2799	2852	2786	6705000	0.45	0
2017/06/08	2799	2692	2808	2624	9542000	3.99	0
2017/06/07	2692	2871	2881	2627	12268000	-6.24	0
2017/06/06	2871	2705	2931	2700	19223000	6.12	0
2017/06/05	2705	2524	2705	2524	8669000	7.17	0
2017/06/04	2524	2545	2560	2478	5948000	-0.84	0
2017/06/03	2545	2493	2583	2450	7096000	2.12	0
2017/06/02	2493	2413	2494	2386	8303000	3.31	0
2017/06/01	2413	2303	2461	2303	12270000	4.75	0
2017/05/31	2303	2193	2331	2168	11775000	5.05	0
2017/05/30	2193	2278	2329	2147	12096000	-3.76	0
2017/05/29	2278	2189	2337	2117	9224000	4.07	0
2017/05/28	2189	2052	2301	2051	12500000	6.66	0
2017/05/27	2052	2245	2322	1869	22295000	-8.57	0
2017/05/26	2245	2307	2617	2051	19149000	-2.70	0
2017/05/25	2307	2445	2782	2211	24844000	-5.65	0
2017/05/24	2445	2273	2497	2263	14926000	7.60	0
2017/05/23	2273	2124	2286	2111	11418000	6.97	0
2017/05/22	2124	2044	2265	1999	17438000	3.92	0
