Date	Price	Open	High	Low	Vol	Change 	Nothing
2019/12/24	7268	7322	7433	7186	78554000	-0.74	0
2019/12/23	7323	7496	7684	7276	95216000	-2.31	0
2019/12/22	7496	7156	7501	7142	67794000	4.74	0
2019/12/21	7156	7196	7198	7130	46874000	-0.56	0
2019/12/20	7196	7166	7218	7108	62704000	0.43	0
2019/12/19	7166	7276	7354	7039	77872000	-1.52	0
2019/12/18	7276	6614	7388	6462	114000000	10.02	0
2019/12/17	6613	6904	6944	6575	89455000	-4.20	0
2019/12/16	6904	7129	7153	6865	68956000	-3.16	0
2019/12/15	7129	7081	7176	7034	49258000	0.67	0
2019/12/14	7081	7255	7267	7043	52456000	-2.40	0
2019/12/13	7255	7208	7288	7200	50349000	0.65	0
2019/12/12	7208	7208	7272	7125	61180000	0.00	0
2019/12/11	7208	7236	7284	7169	51840000	-0.38	0
2019/12/10	7236	7356	7400	7192	60950000	-1.63	0
2019/12/09	7356	7525	7626	7322	64866000	-2.24	0
2019/12/08	7524	7511	7576	7417	49904000	0.18	0
2019/12/07	7511	7530	7596	7490	55714000	-0.26	0
2019/12/06	7531	7399	7552	7330	70610000	1.78	0
2019/12/05	7399	7205	7476	7184	78078000	2.70	0
2019/12/04	7204	7292	7702	7114	97175000	-1.20	0
2019/12/03	7292	7298	7389	7227	54877000	-0.09	0
2019/12/02	7298	7396	7434	7174	68778000	-1.33	0
2019/12/01	7396	7547	7547	7244	77700000	-1.99	0
2019/11/30	7547	7743	7788	7473	65060000	-2.53	0
2019/11/29	7743	7427	7825	7412	76671000	4.26	0
2019/11/28	7427	7511	7640	7381	73758000	-1.12	0
2019/11/27	7511	7163	7637	6875	99649000	4.86	0
2019/11/26	7163	7116	7330	7045	84427000	0.66	0
2019/11/25	7116	6925	7353	6535	129000000	2.76	0
2019/11/24	6925	7325	7344	6895	90450000	-5.45	0
2019/11/23	7324	7272	7343	7094	78318000	0.71	0
2019/11/22	7273	7628	7701	6819	141000000	-4.66	0
2019/11/21	7628	8099	8130	7520	89150000	-5.82	0
2019/11/20	8099	8146	8223	8074	60727000	-0.57	0
2019/11/19	8146	8208	8246	8033	65427000	-0.76	0
2019/11/18	8208	8510	8516	8110	69260000	-3.54	0
2019/11/17	8510	8497	8632	8413	53122000	0.15	0
2019/11/16	8497	8476	8533	8451	47116000	0.25	0
2019/11/15	8476	8661	8762	8437	65371000	-2.13	0
2019/11/14	8661	8783	8800	8616	51543000	-1.39	0
2019/11/13	8783	8813	8830	8721	45433000	-0.33	0
2019/11/12	8813	8737	8841	8616	57516000	0.87	0
2019/11/11	8737	9037	9066	8649	60116000	-3.32	0
2019/11/10	9037	8805	9093	8764	58157000	2.64	0
2019/11/09	8805	8778	8878	8747	51202000	0.30	0
2019/11/08	8778	9224	9255	8722	79179000	-4.83	0
2019/11/07	9224	9339	9367	9130	60354000	-1.24	0
2019/11/06	9339	9311	9425	9263	57803000	0.30	0
2019/11/05	9311	9396	9453	9194	65342000	-0.91	0
2019/11/04	9396	9199	9500	9134	68101000	2.15	0
2019/11/03	9198	9301	9359	9095	53656000	-1.10	0
2019/11/02	9301	9230	9357	9201	57074000	0.76	0
2019/11/01	9230	9153	9270	9057	68965000	0.85	0
2019/10/31	9153	9158	9379	8960	79893000	-0.06	0
2019/10/30	9158	9411	9411	9018	78973000	-2.69	0
2019/10/29	9411	9207	9531	9125	91848000	2.22	0
2019/10/28	9207	9530	9867	9203	104000000	-3.38	0
2019/10/27	9530	9231	9773	9081	116000000	3.24	0
2019/10/26	9231	8658	10540	8062	178000000	6.61	0
2019/10/25	8658	7423	8698	7405	118000000	16.65	0
2019/10/24	7423	7477	7502	7366	58649000	-0.73	0
2019/10/23	7477	8031	8055	7329	89208000	-6.90	0
2019/10/22	8031	8207	8289	8018	57039000	-2.15	0
2019/10/21	8208	8224	8315	8156	48940000	-0.18	0
2019/10/20	8223	7957	8289	7890	51391000	3.34	0
2019/10/19	7957	7948	8060	7892	42883000	0.11	0
2019/10/18	7949	8073	8116	7842	50579000	-1.55	0
2019/10/17	8073	8000	8118	7944	44495000	0.91	0
2019/10/16	8000	8167	8186	7930	53892000	-2.04	0
2019/10/15	8167	8353	8400	8140	46973000	-2.23	0
2019/10/14	8353	8281	8374	8222	50502000	0.87	0
2019/10/13	8282	8304	8450	8191	41987000	-0.28	0
2019/10/12	8304	8268	8395	8261	42402000	0.44	0
2019/10/11	8268	8562	8751	8250	66786000	-3.44	0
2019/10/10	8562	8567	8639	8439	51146000	-0.05	0
2019/10/09	8567	8180	8656	8123	63643000	4.69	0
2019/10/08	8183	8199	8323	8118	46904000	-0.19	0
2019/10/07	8199	7883	8294	7797	60474000	4.02	0
2019/10/06	7882	8127	8146	7835	44880000	-3.02	0
2019/10/05	8127	8148	8185	8031	36092000	-0.25	0
2019/10/04	8148	8228	8234	8041	41692000	-0.96	0
2019/10/03	8227	8364	8392	8090	46097000	-1.64	0
2019/10/02	8364	8303	8374	8168	40586000	0.74	0
2019/10/01	8303	8285	8486	8188	53395000	0.22	0
2019/09/30	8284	8049	8319	7749	60026000	2.92	0
2019/09/29	8049	8208	8227	7922	41848000	-1.94	0
2019/09/28	8209	8185	8297	8031	45779000	0.29	0
2019/09/27	8185	8064	8257	7882	56140000	1.50	0
2019/09/26	8064	8433	8463	7774	73103000	-4.37	0
2019/09/25	8432	8512	8730	8245	69611000	-0.96	0
2019/09/24	8514	9703	9794	8069	93316000	-12.25	0
2019/09/23	9702	10031	10049	9656	43110000	-3.28	0
2019/09/22	10032	9993	10075	9871	33706000	0.39	0
2019/09/21	9993	10173	10178	9940	32617000	-1.77	0
2019/09/20	10173	10252	10280	10089	36207000	-0.76	0
2019/09/19	10251	10165	10298	9708	54225000	0.84	0
2019/09/18	10165	10196	10258	10119	31882000	-0.30	0
2019/09/17	10196	10255	10274	10154	32164000	-0.58	0
2019/09/16	10256	10311	10361	10109	37253000	-0.54	0
2019/09/15	10312	10337	10360	10272	25579000	-0.25	0
2019/09/14	10337	10342	10421	10254	32644000	-0.05	0
2019/09/13	10342	10415	10441	10174	36552000	-0.70	0
2019/09/12	10415	10162	10448	10051	41322000	2.49	0
2019/09/11	10163	10105	10258	9909	41306000	0.57	0
2019/09/10	10105	10309	10380	9971	38322000	-1.98	0
2019/09/09	10309	10402	10478	10096	47376000	-0.90	0
2019/09/08	10403	10462	10578	10266	33973000	-0.56	0
2019/09/07	10461	10307	10556	10302	39357000	1.47	0
2019/09/06	10309	10567	10896	10227	64302000	-2.44	0
2019/09/05	10567	10568	10631	10470	40209000	-0.01	0
2019/09/04	10568	10612	10784	10389	50445000	-0.42	0
2019/09/03	10612	10348	10757	10284	57879000	2.55	0
2019/09/02	10349	9729	10432	9720	54279000	6.37	0
2019/09/01	9729	9595	9800	9534	32266000	1.41	0
2019/08/31	9594	9586	9678	9457	31149000	0.09	0
2019/08/30	9585	9494	9676	9370	41392000	0.99	0
2019/08/29	9491	9729	9729	9343	50913000	-2.45	0
2019/08/28	9729	10185	10271	9630	58029000	-4.47	0
2019/08/27	10185	10372	10388	10060	41981000	-1.80	0
2019/08/26	10372	10136	10568	10136	56877000	2.32	0
2019/08/25	10136	10132	10307	9935	42253000	0.05	0
2019/08/24	10131	10389	10416	9918	46385000	-2.48	0
2019/08/23	10389	10105	10434	9921	43626000	2.81	0
2019/08/22	10105	10141	10218	9777	52075000	-0.36	0
2019/08/21	10142	10753	10798	9908	71765000	-5.68	0
2019/08/20	10753	10911	10942	10581	51547000	-1.45	0
2019/08/19	10911	10313	10924	10268	51901000	5.80	0
2019/08/18	10313	10219	10495	10087	44111000	0.93	0
2019/08/17	10218	10336	10461	10016	49777000	-1.14	0
2019/08/16	10336	10301	10734	9789	79867000	0.31	0
2019/08/15	10303	10053	10448	9580	93005000	2.53	0
2019/08/14	10049	10894	10895	9966	74559000	-7.74	0
2019/08/13	10893	11395	11446	10793	54078000	-4.40	0
2019/08/12	11394	11505	11509	11267	39108000	-1.07	0
2019/08/11	11517	11315	11728	11146	43583000	1.79	0
2019/08/10	11315	12091	12185	11282	57074000	-6.41	0
2019/08/09	12090	12190	12225	11885	55872000	-0.84	0
2019/08/08	12192	12016	12237	11727	59215000	1.48	0
2019/08/07	12014	11481	12115	11406	70285000	4.64	0
2019/08/06	11481	11818	12292	11237	80758000	-2.84	0
2019/08/05	11817	10935	11922	10935	76963000	8.07	0
2019/08/04	10935	10816	11018	10569	58571000	1.10	0
2019/08/03	10816	10520	10894	10505	50875000	2.81	0
2019/08/02	10520	10381	10665	10331	57829000	1.35	0
2019/08/01	10380	10082	10459	9891	60837000	2.96	0
2019/07/31	10082	9580	10100	9562	58984000	5.23	0
2019/07/30	9581	9580	9703	9483	51151000	-0.00	0
2019/07/29	9581	9729	9835	9503	51090000	-1.51	0
2019/07/28	9728	9491	9799	9401	51859000	2.48	0
2019/07/27	9492	9830	10232	9389	66189000	-3.45	0
2019/07/26	9831	9945	10436	9724	49375000	-1.15	0
2019/07/25	9945	9805	10204	9777	54585000	1.44	0
2019/07/24	9804	9887	9945	9584	63954000	-0.85	0
2019/07/23	9889	10413	10415	9865	66338000	-5.03	0
2019/07/22	10413	10715	10806	10197	59127000	-2.82	0
2019/07/21	10714	10827	10884	10443	56217000	-1.04	0
2019/07/20	10827	10572	11156	10462	66894000	2.41	0
2019/07/19	10572	10652	10758	10161	72779000	-0.75	0
2019/07/18	10651	9723	10787	9390	97449000	9.55	0
2019/07/17	9723	9425	9984	9083	103000000	3.17	0
2019/07/16	9425	10844	11020	9375	105000000	-13.10	0
2019/07/15	10846	10200	11065	9885	95652000	6.33	0
2019/07/14	10200	11364	11449	10129	84076000	-10.25	0
2019/07/13	11365	11763	11798	10839	74771000	-3.38	0
2019/07/12	11762	11344	11881	11110	73817000	3.70	0
2019/07/11	11342	12112	12112	11029	94313000	-6.34	0
2019/07/10	12111	12543	13134	11595	111000000	-3.44	0
2019/07/09	12542	12251	12773	12111	84784000	2.36	0
2019/07/08	12253	11416	12332	11305	69560000	7.33	0
2019/07/07	11416	11268	11525	11108	60193000	1.31	0
2019/07/06	11268	10970	11650	10968	68896000	2.71	0
2019/07/05	10970	11160	11382	10810	77267000	-1.73	0
2019/07/04	11163	11899	11948	11087	84034000	-6.20	0
2019/07/03	11901	10836	11932	10836	99873000	9.83	0
2019/07/02	10836	10616	10924	9729	112000000	2.07	0
2019/07/01	10617	10821	11255	10042	104000000	-1.87	0
2019/06/30	10819	11906	12179	10765	88077000	-9.14	0
2019/06/29	11907	12408	12423	11491	83462000	-4.05	0
2019/06/28	12409	11288	12462	10971	109000000	9.93	0
2019/06/27	11288	13062	13422	10494	159000000	-13.59	0
2019/06/26	13064	11812	13930	11747	148000000	10.62	0
2019/06/25	11810	11047	11834	11034	78109000	6.91	0
2019/06/24	11046	10897	11114	10623	56696000	1.37	0
2019/06/23	10897	10722	11361	10558	68379000	1.64	0
2019/06/22	10722	10178	11161	10031	109000000	5.33	0
2019/06/21	10179	9518	10184	9517	76912000	6.96	0
2019/06/20	9517	9255	9584	9188	69362000	2.83	0
2019/06/19	9255	9081	9295	9044	58757000	1.93	0
2019/06/18	9081	9319	9336	8963	72317000	-2.56	0
2019/06/17	9319	8961	9438	8960	73880000	3.98	0
2019/06/16	8963	8812	9332	8771	84977000	1.70	0
2019/06/15	8813	8656	8857	8582	60869000	1.81	0
2019/06/14	8656	8219	8685	8153	64317000	5.32	0
2019/06/13	8219	8132	8306	8029	57421000	1.06	0
2019/06/12	8133	7888	8198	7806	60789000	3.11	0
2019/06/11	7888	7988	8010	7715	57900000	-1.25	0
2019/06/10	7988	7635	8013	7524	64138000	4.62	0
2019/06/09	7635	7902	7938	7517	55448000	-3.37	0
2019/06/08	7901	7985	8044	7771	48581000	-1.05	0
2019/06/07	7985	7786	8099	7749	58887000	2.57	0
2019/06/06	7785	7780	7861	7480	65182000	0.08	0
2019/06/05	7779	7686	7885	7590	76294000	1.22	0
2019/06/04	7686	8118	8118	7494	96695000	-5.41	0
2019/06/03	8125	8729	8735	8103	73945000	-6.92	0
2019/06/02	8729	8546	8808	8535	61454000	2.14	0
2019/06/01	8546	8557	8616	8454	68675000	-0.15	0
2019/05/31	8558	8271	8579	8135	85841000	3.46	0
2019/05/30	8272	8648	9046	8055	104000000	-4.35	0
2019/05/29	8648	8716	8747	8435	1543000000	-0.79	0
2019/05/28	8716	8759	8794	8569	76320000	-0.50	0
2019/05/27	8760	8629	8903	8607	90796000	1.51	0
2019/05/26	8630	8030	8719	7867	87212000	7.51	0
2019/05/25	8027	7971	8090	7919	69127000	0.72	0
2019/05/24	7970	7853	8124	7775	86847000	1.50	0
2019/05/23	7852	7637	7939	7487	81514000	2.83	0
2019/05/22	7636	7929	7999	7546	82140000	-3.72	0
2019/05/21	7930	7965	8057	7813	80488000	-0.44	0
2019/05/20	7965	8156	8156	7604	95881000	-2.35	0
2019/05/19	8157	7262	8253	7252	108000000	12.32	0
2019/05/18	7263	7360	7459	7189	86553000	-1.32	0
2019/05/17	7360	7872	7924	6999	143000000	-6.51	0
2019/05/16	7872	8165	8293	7720	118000000	-3.59	0
2019/05/15	8165	7995	8225	7857	113000000	2.13	0
2019/05/14	7995	7806	8324	7674	133000000	2.42	0
2019/05/13	7806	6985	8058	6893	120000000	11.76	0
2019/05/12	6985	7190	7519	6803	135000000	-2.86	0
2019/05/11	7190	6387	7374	6387	131000000	12.59	0
2019/05/10	6386	6194	6467	6158	90794000	3.14	0
2019/05/09	6192	5991	6206	5990	79996000	3.36	0
2019/05/08	5990	5849	6011	5799	75713000	2.41	0
2019/05/07	5850	5746	6020	5746	95588000	1.82	0
2019/05/06	5745	5775	5801	5631	75539000	-0.52	0
2019/05/05	5775	5831	5838	5708	70902000	-0.96	0
2019/05/04	5831	5768	5899	5605	92061000	1.11	0
2019/05/03	5767	5494	5844	5479	104000000	4.97	0
2019/05/02	5494	5385	5531	5370	72223000	2.04	0
2019/05/01	5384	5321	5396	5320	62364000	1.19	0
2019/04/30	5321	5235	5337	5196	69742000	1.64	0
2019/04/29	5235	5302	5323	5189	77582000	-1.27	0
2019/04/28	5302	5266	5333	5234	68141000	0.69	0
2019/04/27	5266	5298	5318	5225	83313000	-0.61	0
2019/04/26	5298	5209	5469	5159	103000000	1.71	0
2019/04/25	5209	5416	5528	5137	95536000	-3.81	0
2019/04/24	5416	5511	5590	5347	99404000	-1.74	0
2019/04/23	5512	5347	5594	5291	90000000	3.08	0
2019/04/22	5347	5248	5370	5170	92077000	1.97	0
2019/04/21	5244	5290	5308	5190	81141000	-0.88	0
2019/04/20	5290	5241	5327	5240	78232000	0.94	0
2019/04/19	5241	5265	5282	5192	78709000	-0.45	0
2019/04/18	5265	5208	5293	5205	72797000	1.08	0
2019/04/17	5208	5182	5231	5166	80652000	0.53	0
2019/04/16	5181	5031	5198	5014	63105000	2.95	0
2019/04/15	5032	5135	5168	4964	68820000	-2.00	0
2019/04/14	5135	5052	5154	5011	56638000	1.64	0
2019/04/13	5052	5054	5093	5012	57716000	-0.05	0
2019/04/12	5054	5023	5081	4889	77914000	0.63	0
2019/04/11	5023	5308	5337	4948	94349000	-5.37	0
2019/04/10	5308	5158	5404	5143	83751000	2.89	0
2019/04/09	5158	5245	5246	5095	78462000	-1.65	0
2019/04/08	5245	5174	5301	5061	92823000	1.38	0
2019/04/07	5174	5046	5220	5034	84127000	2.53	0
2019/04/06	5046	5010	5198	4948	95218000	0.72	0
2019/04/05	5010	4903	5029	4888	85172000	2.20	0
2019/04/04	4902	4969	5043	4789	105000000	-1.33	0
2019/04/03	4969	4859	5278	4814	1383000000	2.25	0
2019/04/02	4859	4145	4900	4144	1477000000	17.23	0
2019/04/01	4145	4102	4159	4077	322000000	1.04	0
2019/03/31	4102	4112	4122	4082	243000000	-0.23	0
2019/03/30	4112	4104	4138	4057	255000000	0.23	0
2019/03/29	4102	4026	4123	4023	330000000	1.90	0
2019/03/28	4026	4042	4042	4008	211000000	-0.40	0
2019/03/27	4042	3943	4043	3936	278000000	2.51	0
2019/03/26	3943	3937	3951	3900	253000000	0.15	0
2019/03/25	3937	3995	4001	3898	286000000	-1.44	0
2019/03/24	3995	4003	4006	3967	204000000	-0.20	0
2019/03/23	4003	3990	4018	3981	200000000	0.30	0
2019/03/22	3990	3982	4006	3972	283000000	0.21	0
2019/03/21	3982	4041	4064	3924	388000000	-1.46	0
2019/03/20	4041	4017	4050	3985	318000000	0.60	0
2019/03/19	4017	3990	4030	3972	299000000	0.67	0
2019/03/18	3990	3982	4032	3959	262000000	0.22	0
2019/03/17	3982	4006	4010	3956	187000000	-0.62	0
2019/03/16	4006	3924	4051	3924	346000000	2.09	0
2019/03/15	3924	3879	3936	3875	311000000	1.17	0
2019/03/14	3879	3865	3915	3828	286000000	0.36	0
2019/03/13	3865	3886	3895	3847	228000000	-0.54	0
2019/03/12	3886	3870	3900	3817	290000000	0.41	0
2019/03/11	3870	3915	3936	3842	319000000	-1.15	0
2019/03/10	3915	3944	3945	3889	189000000	-0.74	0
2019/03/09	3944	3866	3964	3860	248000000	2.03	0
2019/03/08	3866	3875	3929	3811	296000000	-0.24	0
2019/03/07	3875	3863	3907	3848	260000000	0.32	0
2019/03/06	3863	3857	3887	3817	252000000	0.15	0
2019/03/05	3857	3716	3873	3706	382000000	3.80	0
2019/03/04	3716	3810	3828	3682	285000000	-2.45	0
2019/03/03	3810	3823	3837	3790	151000000	-0.36	0
2019/03/02	3823	3822	3843	3784	161000000	0.03	0
2019/03/01	3822	3817	3856	3816	174000000	0.14	0
2019/02/28	3817	3815	3884	3783	231000000	0.05	0
2019/02/27	3815	3810	3836	3702	282000000	0.11	0
2019/02/26	3810	3834	3846	3775	209000000	-0.61	0
2019/02/25	3834	3756	3871	3754	76587000	2.09	0
2019/02/24	3755	4121	4194	3739	97778000	-8.86	0
2019/02/23	4120	3965	4153	3939	72785000	3.91	0
2019/02/22	3965	3937	3983	3932	64955000	0.73	0
2019/02/21	3937	3972	4012	3909	66816000	-0.90	0
2019/02/20	3972	3914	3984	3881	69801000	1.48	0
2019/02/19	3914	3896	3994	3864	144000000	0.47	0
2019/02/18	3896	3664	3904	3655	93315000	6.33	0
2019/02/17	3664	3617	3690	3608	58051000	1.31	0
2019/02/16	3617	3605	3642	3600	48563000	0.34	0
2019/02/15	3605	3593	3648	3581	51621000	0.34	0
2019/02/14	3593	3612	3625	3580	49814000	-0.52	0
2019/02/13	3612	3632	3664	3599	55802000	-0.56	0
2019/02/12	3632	3632	3656	3594	54582000	0.01	0
2019/02/11	3632	3679	3681	3624	51728000	-1.28	0
2019/02/10	3679	3661	3681	3617	50190000	0.48	0
2019/02/09	3661	3662	3675	3633	45480000	-0.01	0
2019/02/08	3662	3397	3721	3383	69923000	7.77	0
2019/02/07	3398	3405	3422	3390	47136000	-0.20	0
2019/02/06	3404	3469	3478	3384	51421000	-1.85	0
2019/02/05	3468	3463	3486	3450	46095000	0.16	0
2019/02/04	3463	3459	3480	3437	50392000	0.11	0
2019/02/03	3459	3502	3508	3431	45166000	-1.24	0
2019/02/02	3503	3468	3515	3448	44360000	1.00	0
2019/02/01	3468	3438	3486	3415	48158000	0.90	0
2019/01/31	3437	3460	3485	3427	47707000	-0.66	0
2019/01/30	3460	3415	3479	3394	60025000	1.32	0
2019/01/29	3415	3443	3450	3368	58546000	-0.81	0
2019/01/28	3443	3556	3561	3396	62085000	-3.17	0
2019/01/27	3556	3571	3583	3509	46402000	-0.43	0
2019/01/26	3571	3572	3653	3556	43255000	-0.03	0
2019/01/25	3572	3574	3583	3542	44889000	-0.06	0
2019/01/24	3574	3561	3587	3540	42860000	0.36	0
2019/01/23	3562	3580	3608	3533	44587000	-0.52	0
2019/01/22	3580	3537	3608	3465	44770000	1.23	0
2019/01/21	3537	3543	3561	3505	39417000	-0.16	0
2019/01/20	3542	3676	3699	3504	56331000	-3.68	0
2019/01/19	3678	3606	3715	3604	53706000	2.00	0
2019/01/18	3606	3626	3628	3576	48816000	-0.57	0
2019/01/17	3626	3588	3637	3555	52510000	1.07	0
2019/01/16	3588	3571	3644	3561	48734000	0.47	0
2019/01/15	3571	3638	3661	3546	54485000	-1.84	0
2019/01/14	3638	3490	3672	3490	53993000	4.24	0
2019/01/13	3490	3597	3618	3473	45279000	-2.98	0
2019/01/12	3597	3617	3634	3561	43506000	-0.53	0
2019/01/11	3617	3603	3656	3563	55164000	0.35	0
2019/01/10	3604	3979	4008	3562	69731000	-9.41	0
2019/01/09	3978	3971	4014	3958	47342000	0.17	0
2019/01/08	3971	3986	4071	3943	51408000	-0.37	0
2019/01/07	3986	4004	4028	3946	50088000	-0.45	0
2019/01/06	4004	3786	4034	3759	52989000	5.78	0
2019/01/05	3785	3803	3847	3769	46845000	-0.46	0
2019/01/04	3803	3781	3824	3720	48870000	0.60	0
2019/01/03	3780	3874	3876	3753	45032000	-2.42	0
2019/01/02	3874	3810	3895	3768	55447000	1.69	0
2019/01/01	3809	3710	3814	3664	46911000	2.69	0
2018/12/31	3709	3815	3820	3659	54583000	-2.77	0
2018/12/30	3815	3708	3838	3683	51917000	2.92	0
2018/12/29	3707	3862	3900	3696	50541000	-4.01	0
2018/12/28	3862	3587	3900	3566	56524000	7.66	0
2018/12/27	3587	3793	3823	3561	54344000	-5.45	0
2018/12/26	3794	3763	3842	3680	56711000	0.83	0
2018/12/25	3763	4026	4031	3677	67094000	-6.55	0
2018/12/24	4026	3945	4208	3942	71629000	2.07	0
2018/12/23	3944	3964	4037	3905	57221000	-0.50	0
2018/12/22	3964	3851	3977	3804	55459000	2.95	0
2018/12/21	3851	4075	4153	3787	74876000	-5.52	0
2018/12/20	4076	3687	4140	3666	95858000	10.55	0
2018/12/19	3687	3668	3925	3648	79240000	0.52	0
2018/12/18	3668	3526	3683	3457	69853000	4.02	0
2018/12/17	3526	3248	3597	3243	53478000	8.57	0
2018/12/16	3248	3229	3305	3226	33569000	0.60	0
2018/12/15	3229	3248	3282	3177	33295000	-0.59	0
2018/12/14	3248	3315	3337	3199	44556000	-2.04	0
2018/12/13	3315	3466	3474	3285	43589000	-4.35	0
2018/12/12	3466	3390	3510	3379	39117000	1.72	0
2018/12/11	3408	3460	3486	3350	41853000	-1.53	0
2018/12/10	3461	3567	3622	3413	39449000	-3.00	0
2018/12/09	3568	3430	3678	3424	32793000	4.00	0
2018/12/08	3430	3422	3508	3303	42440000	0.24	0
2018/12/07	3422	3509	3627	3252	63933000	-2.46	0
2018/12/06	3509	3771	3887	3506	46754000	-6.97	0
2018/12/05	3772	3958	3974	3765	34160000	-4.72	0
2018/12/04	3959	3900	4083	3809	32671000	1.56	0
2018/12/03	3898	4160	4177	3840	35510000	-6.31	0
2018/12/02	4160	4196	4316	4105	29863000	-0.85	0
2018/12/01	4196	4039	4299	3967	31630000	3.87	0
2018/11/30	4040	4297	4341	3955	44452000	-5.98	0
2018/11/29	4297	4266	4440	4141	41446000	0.73	0
2018/11/28	4265	3866	4392	3866	53304000	10.32	0
2018/11/27	3867	3840	3921	3688	45727000	0.77	0
2018/11/26	3837	4061	4179	3680	57104000	-5.54	0
2018/11/25	4062	3920	4198	3634	61995000	3.62	0
2018/11/24	3920	4397	4495	3822	38272000	-10.86	0
2018/11/23	4398	4361	4456	4224	34899000	0.96	0
2018/11/22	4356	4646	4696	4347	26185000	-6.09	0
2018/11/21	4639	4523	4744	4393	41274000	2.52	0
2018/11/20	4525	4884	5013	4272	71408000	-7.36	0
2018/11/19	4884	5660	5663	4831	47826000	-13.69	0
2018/11/18	5658	5621	5728	5616	15868000	0.65	0
2018/11/17	5622	5636	5646	5561	15651000	-0.26	0
2018/11/16	5636	5724	5748	5540	22412000	-1.45	0
2018/11/15	5719	5854	5879	5384	37586000	-2.11	0
2018/11/14	5842	6429	6453	5619	43821000	-9.13	0
2018/11/13	6429	6435	6467	6387	13760000	-0.09	0
2018/11/12	6435	6445	6476	6409	13016000	-0.17	0
2018/11/11	6446	6427	6452	6359	12740000	0.30	0
2018/11/10	6427	6412	6462	6412	11587000	0.24	0
2018/11/09	6412	6474	6496	6390	15160000	-0.96	0
2018/11/08	6474	6565	6577	6466	15930000	-1.39	0
2018/11/07	6565	6503	6594	6502	17076000	0.96	0
2018/11/06	6503	6460	6510	6442	15487000	0.67	0
2018/11/05	6460	6478	6489	6432	12851000	-0.29	0
2018/11/04	6478	6386	6509	6360	12876000	1.44	0
2018/11/03	6386	6425	6430	6346	11284000	-0.60	0
2018/11/02	6425	6401	6444	6391	13587000	0.38	0
2018/11/01	6401	6366	6422	6354	12416000	0.54	0
2018/10/31	6366	6328	6406	6258	12906000	0.64	0
2018/10/30	6326	6337	6470	6317	12821000	-0.15	0
2018/10/29	6335	6486	6498	6311	16052000	-2.33	0
2018/10/28	6486	6495	6502	6461	9397000	-0.12	0
2018/10/27	6494	6510	6534	6474	7672000	-0.24	0
2018/10/26	6510	6507	6571	6499	9717000	0.05	0
2018/10/25	6507	6533	6545	6492	9743000	-0.36	0
2018/10/24	6531	6531	6594	6523	9874000	0.03	0
2018/10/23	6529	6559	6574	6501	10886000	-0.41	0
2018/10/22	6556	6583	6613	6530	10157000	-0.41	0
2018/10/21	6583	6576	6643	6568	9294000	0.16	0
2018/10/20	6572	6512	6594	6496	9777000	0.92	0
2018/10/19	6512	6576	6603	6507	12144000	-0.94	0
2018/10/18	6574	6690	6736	6531	13415000	-1.68	0
2018/10/17	6687	6719	6746	6638	13671000	-0.28	0
2018/10/16	6705	6712	6837	6645	15585000	0.08	0
2018/10/15	6700	6327	7358	6300	44333000	5.90	0
2018/10/14	6327	6322	6391	6300	9938000	0.08	0
2018/10/13	6322	6291	6329	6283	9445000	0.48	0
2018/10/12	6291	6239	6345	6207	14740000	0.84	0
2018/10/11	6239	6618	6623	6206	24528000	-5.72	0
2018/10/10	6618	6651	6654	6526	10193000	-0.49	0
2018/10/09	6651	6670	6679	6613	8079000	-0.28	0
2018/10/08	6670	6611	6700	6590	11968000	0.89	0
2018/10/07	6611	6596	6634	6524	7706000	0.22	0
2018/10/06	6596	6639	6662	6550	918000000	-0.65	0
2018/10/05	6639	6584	6682	6538	934000000	0.83	0
2018/10/04	6584	6509	6653	6488	931000000	1.17	0
2018/10/03	6508	6550	6564	6430	921000000	-0.64	0
2018/10/02	6550	6608	6646	6035	934000000	-0.88	0
2018/10/01	6608	6635	6675	6073	919000000	-0.41	0
2018/09/30	6635	6604	6674	6534	934000000	0.47	0
2018/09/29	6604	6634	6648	6464	942000000	-0.48	0
2018/09/28	6636	6686	6809	6539	957000000	-0.79	0
2018/09/27	6689	6464	6738	6429	934000000	3.42	0
2018/09/26	6468	6443	6552	6384	864000000	0.36	0
2018/09/25	6445	6591	6591	5977	734000000	-2.11	0
2018/09/24	6584	6713	6728	6559	757000000	-1.79	0
2018/09/23	6704	6730	6789	6666	734000000	-0.38	0
2018/09/22	6730	6767	6833	6636	731000000	-0.55	0
2018/09/21	6767	6491	6781	6490	773000000	4.28	0
2018/09/20	6489	6390	6538	6346	518000000	1.55	0
2018/09/19	6390	6342	6479	6145	354000000	0.76	0
2018/09/18	6342	6252	6389	6229	282000000	1.44	0
2018/09/17	6252	6500	6534	6216	326000000	-3.82	0
2018/09/16	6500	6519	6521	6406	334000000	-0.29	0
2018/09/15	6519	6483	6563	6470	316000000	0.54	0
2018/09/14	6484	6483	6579	6412	320000000	0.01	0
2018/09/13	6483	6338	6867	6338	353000000	2.29	0
2018/09/12	6338	6294	6354	6205	304000000	0.70	0
2018/09/11	6294	6321	6392	6190	330000000	-0.43	0
2018/09/10	6321	6239	6359	6237	311000000	1.32	0
2018/09/09	6239	6184	6433	6149	284000000	0.88	0
2018/09/08	6184	6391	6484	6132	346000000	-3.23	0
